species,Experiment ID,Library ID,Anatomical entity ID,Anatomical entity name,Stage ID,Stage name,Sex,Strain,Platform ID,Library type,Library orientation,TPM expression threshold,FPKM expression threshold,Read count,Mapped read count,Min. read length,Max. read length,All genes percent present,Protein coding genes percent present,Intergenic regions percent present,Run IDs,Data source,Data source URL,Bgee normalized data URL,Raw file URL
Erinaceus_europaeus,GSE43013,SRX211592,UBERON:0002107,liver,UBERON:0018241,prime adult stage,male,wild-type,Illumina Genome Analyzer IIx,paired,NA,0.123194,0.176263,24003899,10493563,0,0,56.36,76.68,76.78,SRR636852,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX211592,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Erinaceus_europaeus/Erinaceus_europaeus_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX211592
Erinaceus_europaeus,GSE43013,SRX211593,UBERON:0002107,liver,UBERON:0018241,prime adult stage,male,wild-type,Illumina Genome Analyzer IIx,paired,NA,0.159947,0.214996,19604542,8605802,0,0,55.52,75.64,76.1,SRR636853,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX211593,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Erinaceus_europaeus/Erinaceus_europaeus_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX211593
Felis_catus,GSE43013,SRX211644,UBERON:0000082,adult mammalian kidney,UBERON:0018241,prime adult stage,male,wild-type,Illumina Genome Analyzer IIx,paired,NA,0.116755,0.124185,21358571,15594915,0,0,73.88,80.66,33.53,SRR636904,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX211644,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Felis_catus/Felis_catus_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX211644
Felis_catus,GSE43013,SRX211645,UBERON:0000082,adult mammalian kidney,UBERON:0018241,prime adult stage,male,wild-type,Illumina Genome Analyzer IIx,paired,NA,0.100787,0.115901,21833536,16082092,0,0,72.79,79.58,32.86,SRR636905,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX211645,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Felis_catus/Felis_catus_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX211645
Felis_catus,GSE43013,SRX211646,UBERON:0000082,adult mammalian kidney,UBERON:0018241,prime adult stage,male,wild-type,Illumina Genome Analyzer IIx,paired,NA,0.181881,0.147471,18050380,12616237,0,0,73.1,79.83,33.32,SRR636906,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX211646,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Felis_catus/Felis_catus_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX211646
Felis_catus,GSE43013,SRX211688,UBERON:0000451,prefrontal cortex,UBERON:0018241,prime adult stage,male,wild-type,Illumina Genome Analyzer IIx,paired,NA,0.178478,0.157882,23178044,15839213,0,0,77.2,84.11,35.17,SRR636948,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX211688,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Felis_catus/Felis_catus_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX211688
Felis_catus,GSE43013,SRX211689,UBERON:0000451,prefrontal cortex,UBERON:0018241,prime adult stage,male,wild-type,Illumina Genome Analyzer IIx,paired,NA,0.194694,0.164012,24399598,16519360,0,0,76.47,83.1,34.9,SRR636949,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX211689,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Felis_catus/Felis_catus_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX211689
Felis_catus,GSE43013,SRX211690,UBERON:0000451,prefrontal cortex,UBERON:0018241,prime adult stage,male,wild-type,Illumina Genome Analyzer IIx,paired,NA,0.173613,0.150656,19719842,13619064,0,0,76.26,83.14,34.5,SRR636950,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX211690,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Felis_catus/Felis_catus_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX211690
Felis_catus,GSE43013,SRX211594,UBERON:0002107,liver,UBERON:0018241,prime adult stage,male,wild-type,Illumina Genome Analyzer IIx,paired,NA,0.085799,0.080955,18178188,14202700,0,0,70.11,76.65,29.82,SRR636854,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX211594,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Felis_catus/Felis_catus_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX211594
Felis_catus,GSE43013,SRX211595,UBERON:0002107,liver,UBERON:0018241,prime adult stage,male,wild-type,Illumina Genome Analyzer IIx,paired,NA,0.116959,0.106344,18651287,14137219,0,0,69.06,75.38,29.62,SRR636855,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX211595,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Felis_catus/Felis_catus_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX211595
Felis_catus,GSE43013,SRX211596,UBERON:0002107,liver,UBERON:0018241,prime adult stage,male,wild-type,Illumina Genome Analyzer IIx,paired,NA,0.092531,0.081536,21893363,17134937,0,0,70.19,76.77,29.82,SRR636856,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX211596,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Felis_catus/Felis_catus_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX211596
Gallus_gallus,GSE41637,SRX196379,UBERON:0000473,testis,UBERON:0000113,post-juvenile adult stage,male,NA,Illumina HiSeq 2000,paired,NA,4.962974,3.995532,115791891,82314560,0,0,62.83,65.56,13.81,SRR594508,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196379,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196379
Gallus_gallus,GSE41637,SRX196388,UBERON:0000473,testis,UBERON:0000113,post-juvenile adult stage,male,NA,Illumina HiSeq 2000,paired,NA,5.540524,2.68011,11686648,5654457,0,0,51.25,56.38,14.19,SRR594517,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196388,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196388
Gallus_gallus,GSE41637,SRX196397,UBERON:0000473,testis,UBERON:0000113,post-juvenile adult stage,male,NA,Illumina HiSeq 2000,paired,NA,5.498353,2.692679,37423394,16237351,0,0,56.68,62.32,16.32,SRR594526,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196397,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196397
Gallus_gallus,GSE41637,SRX196373,UBERON:0000948,heart,UBERON:0000113,post-juvenile adult stage,NA,NA,Illumina HiSeq 2000,paired,NA,0.492328,1.017044,107873185,78858623,0,0,61.14,64.18,17.89,SRR594502,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196373,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196373
Gallus_gallus,GSE41637,SRX196382,UBERON:0000948,heart,UBERON:0000113,post-juvenile adult stage,NA,NA,Illumina HiSeq 2000,paired,NA,0.574928,0.461215,45037438,24801461,0,0,58.24,63.88,19.64,SRR594511,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196382,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196382
Gallus_gallus,GSE41637,SRX196391,UBERON:0000948,heart,UBERON:0000113,post-juvenile adult stage,NA,NA,Illumina HiSeq 2000,paired,NA,0.823186,0.627778,27260601,13038605,0,0,56.9,62.46,19.74,SRR594520,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196391,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196391
Gallus_gallus,GSE41637,SRX196371,UBERON:0000955,brain,UBERON:0000113,post-juvenile adult stage,NA,NA,Illumina HiSeq 2000,paired,NA,1.743057,1.425338,117728780,87514094,0,0,70.7,73.77,21.15,SRR594500,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196371,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196371
Gallus_gallus,GSE41637,SRX196380,UBERON:0000955,brain,UBERON:0000113,post-juvenile adult stage,NA,NA,Illumina HiSeq 2000,paired,NA,2.321275,1.217427,32266164,14381667,0,0,63.46,69.63,20.87,SRR594509,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196380,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196380
Gallus_gallus,GSE41637,SRX196377,UBERON:0001134,skeletal muscle tissue,UBERON:0000113,post-juvenile adult stage,NA,NA,Illumina HiSeq 2000,paired,NA,0.862566,0.725855,119026701,42538822,0,0,57.83,62.07,17.5,SRR594506,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196377,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196377
Gallus_gallus,GSE41637,SRX196386,UBERON:0001134,skeletal muscle tissue,UBERON:0000113,post-juvenile adult stage,NA,NA,Illumina HiSeq 2000,paired,NA,0.58214,0.396216,33380399,17480053,0,0,59.95,65.8,19.86,SRR594515,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196386,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196386
Gallus_gallus,GSE41637,SRX196372,UBERON:0001155,colon,UBERON:0000113,post-juvenile adult stage,NA,NA,Illumina HiSeq 2000,paired,NA,1.198481,1.255995,100719994,73246067,0,0,72.05,76.15,21.89,SRR594501,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196372,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196372
Gallus_gallus,GSE41637,SRX196381,UBERON:0001155,colon,UBERON:0000113,post-juvenile adult stage,NA,NA,Illumina HiSeq 2000,paired,NA,1.937099,0.999824,23663601,11353162,0,0,68.15,74.69,22.1,SRR594510,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196381,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196381
Gallus_gallus,GSE41637,SRX196390,UBERON:0001155,colon,UBERON:0000113,post-juvenile adult stage,NA,NA,Illumina HiSeq 2000,paired,NA,1.772335,0.87087,14906871,8222413,0,0,64.96,71.4,21.35,SRR594519,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196390,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196390
Gallus_gallus,GSE41637,SRX196376,UBERON:0002048,lung,UBERON:0000113,post-juvenile adult stage,NA,NA,Illumina HiSeq 2000,paired,NA,1.577573,1.465557,91606960,67437832,0,0,71.66,75.13,21.46,SRR594505,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196376,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196376
Gallus_gallus,GSE41637,SRX196385,UBERON:0002048,lung,UBERON:0000113,post-juvenile adult stage,NA,NA,Illumina HiSeq 2000,paired,NA,2.009842,1.152569,32657169,14066432,0,0,60.84,66.78,19.33,SRR594514,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196385,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196385
Gallus_gallus,GSE41637,SRX196394,UBERON:0002048,lung,UBERON:0000113,post-juvenile adult stage,NA,NA,Illumina HiSeq 2000,paired,NA,2.276517,1.036925,26604280,13912112,0,0,64.06,70.4,20.97,SRR594523,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196394,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196394
Gallus_gallus,GSE41637,SRX196378,UBERON:0002106,spleen,UBERON:0000113,post-juvenile adult stage,NA,NA,Illumina HiSeq 2000,paired,NA,1.889139,1.659925,113458402,80119117,0,0,68.21,71.55,20.17,SRR594507,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196378,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196378
Gallus_gallus,GSE41637,SRX196387,UBERON:0002106,spleen,UBERON:0000113,post-juvenile adult stage,NA,NA,Illumina HiSeq 2000,paired,NA,3.162881,1.538159,24346926,11682407,0,0,61.5,67.53,20.24,SRR594516,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196387,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196387
Gallus_gallus,GSE41637,SRX196396,UBERON:0002106,spleen,UBERON:0000113,post-juvenile adult stage,NA,NA,Illumina HiSeq 2000,paired,NA,2.657636,1.297276,24401708,12400834,0,0,60.6,66.46,19.99,SRR594525,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196396,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196396
Gallus_gallus,GSE41637,SRX196375,UBERON:0002107,liver,UBERON:0000113,post-juvenile adult stage,NA,NA,Illumina HiSeq 2000,paired,NA,0.740603,0.641765,111950293,89582994,0,0,66.41,69.27,19.25,SRR594504,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196375,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196375
Gallus_gallus,GSE41637,SRX196384,UBERON:0002107,liver,UBERON:0000113,post-juvenile adult stage,NA,NA,Illumina HiSeq 2000,paired,NA,0.812563,0.418897,25468656,14758435,0,0,60.53,66.31,19.93,SRR594513,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196384,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196384
Gallus_gallus,GSE41637,SRX196374,UBERON:0002113,kidney,UBERON:0000113,post-juvenile adult stage,NA,NA,Illumina HiSeq 2000,paired,NA,0.882982,1.071669,117005256,89179547,0,0,70.54,73.3,20.99,SRR594503,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196374,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196374
Gallus_gallus,GSE41637,SRX196383,UBERON:0002113,kidney,UBERON:0000113,post-juvenile adult stage,NA,NA,Illumina HiSeq 2000,paired,NA,1.194251,0.776516,22097661,8661485,0,0,65.47,71.85,21.72,SRR594512,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196383,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196383
Gallus_gallus,GSE41637,SRX196392,UBERON:0002113,kidney,UBERON:0000113,post-juvenile adult stage,NA,NA,Illumina HiSeq 2000,paired,NA,1.071682,0.74723,34660070,6975087,0,0,64.65,70.84,20.41,SRR594521,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX196392,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX196392
Gallus_gallus,GSE30352,SRX081879,UBERON:0000473,testis,GgalDv:0000008,1-year-old chicken stage (chicken),male,Red Junglefowl,Illumina Genome Analyzer IIx,single,NA,4.656104,4.357931,30250840,17180910,0,0,62.23,64.53,12.58,SRR306721|SRR306722,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081879,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081879
Gallus_gallus,GSE30352,SRX081880,UBERON:0000473,testis,GgalDv:0000008,1-year-old chicken stage (chicken),male,Red Junglefowl,Illumina Genome Analyzer IIx,single,NA,2.304044,3.091489,36899431,20611960,0,0,64.76,67.51,15.36,SRR306723,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081880,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081880
Gallus_gallus,GSE30352,SRX081873,UBERON:0000948,heart,GgalDv:0000008,1-year-old chicken stage (chicken),female,Red Junglefowl,Illumina Genome Analyzer IIx,single,NA,0.322157,0.689309,23004385,14006749,0,0,65.73,69.64,20.04,SRR306714,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081873,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081873
Gallus_gallus,GSE30352,SRX081874,UBERON:0000948,heart,GgalDv:0000008,1-year-old chicken stage (chicken),male,Red Junglefowl,Illumina Genome Analyzer IIx,single,NA,0.368228,0.804119,21117498,13724018,0,0,63.39,67.2,19.01,SRR306715,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081874,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081874
Gallus_gallus,GSE30352,SRX081869,UBERON:0000955,brain,GgalDv:0000008,1-year-old chicken stage (chicken),female,Red Junglefowl,Illumina Genome Analyzer IIx,single,NA,1.343664,1.498083,19476908,12330884,0,0,69.94,74.12,20.4,SRR306710,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081869,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081869
Gallus_gallus,GSE30352,SRX081870,UBERON:0000955,brain,GgalDv:0000008,1-year-old chicken stage (chicken),male,Red Junglefowl,Illumina Genome Analyzer IIx,single,NA,1.319207,1.582495,17557038,8512724,0,0,70.27,74.65,20.94,SRR306711,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081870,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081870
Gallus_gallus,GSE30352,SRX081871,UBERON:0002037,cerebellum,GgalDv:0000008,1-year-old chicken stage (chicken),female,Red Junglefowl,Illumina Genome Analyzer IIx,single,NA,1.470909,1.670897,23627599,12725363,0,0,67.54,71.07,19.83,SRR306712,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081871,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081871
Gallus_gallus,GSE30352,SRX081872,UBERON:0002037,cerebellum,GgalDv:0000008,1-year-old chicken stage (chicken),male,Red Junglefowl,Illumina Genome Analyzer IIx,single,NA,1.860342,1.989909,21983420,13084785,0,0,67.86,71.43,20.04,SRR306713,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081872,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081872
Gallus_gallus,GSE30352,SRX081877,UBERON:0002107,liver,GgalDv:0000008,1-year-old chicken stage (chicken),female,Red Junglefowl,Illumina Genome Analyzer IIx,single,NA,0.455001,0.635495,30245926,19965267,0,0,64.31,68.18,18.75,SRR306718,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081877,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081877
Gallus_gallus,GSE30352,SRX081878,UBERON:0002107,liver,GgalDv:0000008,1-year-old chicken stage (chicken),male,Red Junglefowl,Illumina Genome Analyzer IIx,single,NA,0.650319,0.73563,31138061,19779196,0,0,61.52,65.35,16.22,SRR306719|SRR306720,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081878,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081878
Gallus_gallus,GSE30352,SRX081875,UBERON:0002113,kidney,GgalDv:0000008,1-year-old chicken stage (chicken),female,Red Junglefowl,Illumina Genome Analyzer IIx,single,NA,0.674965,1.202894,23021153,14019821,0,0,68.38,72.31,19.47,SRR306716,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081875,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081875
Gallus_gallus,GSE30352,SRX081876,UBERON:0002113,kidney,GgalDv:0000008,1-year-old chicken stage (chicken),male,Red Junglefowl,Illumina Genome Analyzer IIx,single,NA,0.717097,1.029276,22796688,12420502,0,0,68.61,72.61,20.21,SRR306717,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX081876,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Gallus_gallus/Gallus_gallus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX081876
